// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 4 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet  restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Sunny\Projects\benchmark-dotnet\sealed-keyword\bin\Release\net5.0\0faac3b3-d010-4cd2-9001-f08a59a575f3
// command took 1.54s and exited with 0
// start dotnet  build -c Release --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 /p:Deterministic=true /p:Optimize=true in C:\Sunny\Projects\benchmark-dotnet\sealed-keyword\bin\Release\net5.0\0faac3b3-d010-4cd2-9001-f08a59a575f3
// command took 3.2s and exited with 0
// ***** Done, took 00:00:04 (4.85 sec)   *****
// Found 4 benchmarks:
//   BenchmarkLINQPerformance.SingleOrDefault: DefaultJob
//   BenchmarkLINQPerformance.FirstOrDefault: DefaultJob
//   BenchmarkLINQPerformance.First: DefaultJob
//   BenchmarkLINQPerformance.Single: DefaultJob

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// Runtime=.NET 5.0.5 (5.0.521.16609), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: DefaultJob

OverheadJitting  1: 1 op, 313000.00 ns, 313.0000 us/op
WorkloadJitting  1: 1 op, 757100.00 ns, 757.1000 us/op

OverheadJitting  2: 16 op, 692100.00 ns, 43.2563 us/op
WorkloadJitting  2: 16 op, 1314700.00 ns, 82.1688 us/op

WorkloadPilot    1: 16 op, 15200.00 ns, 950.0000 ns/op
WorkloadPilot    2: 32 op, 27700.00 ns, 865.6250 ns/op
WorkloadPilot    3: 64 op, 54300.00 ns, 848.4375 ns/op
WorkloadPilot    4: 128 op, 90800.00 ns, 709.3750 ns/op
WorkloadPilot    5: 256 op, 174400.00 ns, 681.2500 ns/op
WorkloadPilot    6: 512 op, 406600.00 ns, 794.1406 ns/op
WorkloadPilot    7: 1024 op, 775600.00 ns, 757.4219 ns/op
WorkloadPilot    8: 2048 op, 1258600.00 ns, 614.5508 ns/op
WorkloadPilot    9: 4096 op, 3504100.00 ns, 855.4932 ns/op
WorkloadPilot   10: 8192 op, 5366800.00 ns, 655.1270 ns/op
WorkloadPilot   11: 16384 op, 9306000.00 ns, 567.9932 ns/op
WorkloadPilot   12: 32768 op, 20337700.00 ns, 620.6573 ns/op
WorkloadPilot   13: 65536 op, 37763900.00 ns, 576.2314 ns/op
WorkloadPilot   14: 131072 op, 73534100.00 ns, 561.0207 ns/op
WorkloadPilot   15: 262144 op, 151216000.00 ns, 576.8433 ns/op
WorkloadPilot   16: 524288 op, 262729600.00 ns, 501.1169 ns/op
WorkloadPilot   17: 1048576 op, 545597600.00 ns, 520.3224 ns/op

OverheadWarmup   1: 1048576 op, 6053000.00 ns, 5.7726 ns/op
OverheadWarmup   2: 1048576 op, 6133600.00 ns, 5.8495 ns/op
OverheadWarmup   3: 1048576 op, 5981500.00 ns, 5.7044 ns/op
OverheadWarmup   4: 1048576 op, 6668000.00 ns, 6.3591 ns/op
OverheadWarmup   5: 1048576 op, 6601400.00 ns, 6.2956 ns/op

OverheadActual   1: 1048576 op, 5318800.00 ns, 5.0724 ns/op
OverheadActual   2: 1048576 op, 6411700.00 ns, 6.1147 ns/op
OverheadActual   3: 1048576 op, 6344200.00 ns, 6.0503 ns/op
OverheadActual   4: 1048576 op, 6383100.00 ns, 6.0874 ns/op
OverheadActual   5: 1048576 op, 6451300.00 ns, 6.1524 ns/op
OverheadActual   6: 1048576 op, 6388700.00 ns, 6.0927 ns/op
OverheadActual   7: 1048576 op, 6321900.00 ns, 6.0290 ns/op
OverheadActual   8: 1048576 op, 5696100.00 ns, 5.4322 ns/op
OverheadActual   9: 1048576 op, 6053300.00 ns, 5.7729 ns/op
OverheadActual  10: 1048576 op, 5600000.00 ns, 5.3406 ns/op
OverheadActual  11: 1048576 op, 5725300.00 ns, 5.4601 ns/op
OverheadActual  12: 1048576 op, 6487900.00 ns, 6.1873 ns/op
OverheadActual  13: 1048576 op, 6381300.00 ns, 6.0857 ns/op
OverheadActual  14: 1048576 op, 6321600.00 ns, 6.0287 ns/op
OverheadActual  15: 1048576 op, 6159000.00 ns, 5.8737 ns/op
OverheadActual  16: 1048576 op, 6138000.00 ns, 5.8537 ns/op
OverheadActual  17: 1048576 op, 6438800.00 ns, 6.1405 ns/op
OverheadActual  18: 1048576 op, 6261500.00 ns, 5.9714 ns/op
OverheadActual  19: 1048576 op, 6325100.00 ns, 6.0321 ns/op

WorkloadWarmup   1: 1048576 op, 565087500.00 ns, 538.9094 ns/op
WorkloadWarmup   2: 1048576 op, 528238100.00 ns, 503.7671 ns/op
WorkloadWarmup   3: 1048576 op, 524471600.00 ns, 500.1751 ns/op
WorkloadWarmup   4: 1048576 op, 522145300.00 ns, 497.9566 ns/op
WorkloadWarmup   5: 1048576 op, 527396400.00 ns, 502.9644 ns/op
WorkloadWarmup   6: 1048576 op, 578347200.00 ns, 551.5549 ns/op
WorkloadWarmup   7: 1048576 op, 554112200.00 ns, 528.4426 ns/op
WorkloadWarmup   8: 1048576 op, 540776000.00 ns, 515.7242 ns/op
WorkloadWarmup   9: 1048576 op, 562135400.00 ns, 536.0941 ns/op
WorkloadWarmup  10: 1048576 op, 524212900.00 ns, 499.9284 ns/op

// BeforeActualRun
WorkloadActual   1: 1048576 op, 522088900.00 ns, 497.9028 ns/op
WorkloadActual   2: 1048576 op, 520316300.00 ns, 496.2123 ns/op
WorkloadActual   3: 1048576 op, 517668100.00 ns, 493.6868 ns/op
WorkloadActual   4: 1048576 op, 515912400.00 ns, 492.0124 ns/op
WorkloadActual   5: 1048576 op, 518686200.00 ns, 494.6577 ns/op
WorkloadActual   6: 1048576 op, 516664000.00 ns, 492.7292 ns/op
WorkloadActual   7: 1048576 op, 520016000.00 ns, 495.9259 ns/op
WorkloadActual   8: 1048576 op, 549197500.00 ns, 523.7556 ns/op
WorkloadActual   9: 1048576 op, 563017200.00 ns, 536.9350 ns/op
WorkloadActual  10: 1048576 op, 550971500.00 ns, 525.4474 ns/op
WorkloadActual  11: 1048576 op, 589224900.00 ns, 561.9287 ns/op
WorkloadActual  12: 1048576 op, 537674200.00 ns, 512.7661 ns/op
WorkloadActual  13: 1048576 op, 525362600.00 ns, 501.0248 ns/op
WorkloadActual  14: 1048576 op, 538741600.00 ns, 513.7840 ns/op
WorkloadActual  15: 1048576 op, 532941400.00 ns, 508.2525 ns/op
WorkloadActual  16: 1048576 op, 530024600.00 ns, 505.4708 ns/op
WorkloadActual  17: 1048576 op, 519590800.00 ns, 495.5204 ns/op
WorkloadActual  18: 1048576 op, 521949900.00 ns, 497.7702 ns/op
WorkloadActual  19: 1048576 op, 518926600.00 ns, 494.8870 ns/op
WorkloadActual  20: 1048576 op, 523898300.00 ns, 499.6284 ns/op
WorkloadActual  21: 1048576 op, 622652900.00 ns, 593.8081 ns/op
WorkloadActual  22: 1048576 op, 518868500.00 ns, 494.8316 ns/op
WorkloadActual  23: 1048576 op, 554919500.00 ns, 529.2125 ns/op
WorkloadActual  24: 1048576 op, 518045500.00 ns, 494.0467 ns/op
WorkloadActual  25: 1048576 op, 517053200.00 ns, 493.1004 ns/op
WorkloadActual  26: 1048576 op, 519670100.00 ns, 495.5960 ns/op
WorkloadActual  27: 1048576 op, 518186700.00 ns, 494.1813 ns/op

// AfterActualRun
WorkloadResult   1: 1048576 op, 515767000.00 ns, 491.8737 ns/op
WorkloadResult   2: 1048576 op, 513994400.00 ns, 490.1833 ns/op
WorkloadResult   3: 1048576 op, 511346200.00 ns, 487.6577 ns/op
WorkloadResult   4: 1048576 op, 509590500.00 ns, 485.9834 ns/op
WorkloadResult   5: 1048576 op, 512364300.00 ns, 488.6287 ns/op
WorkloadResult   6: 1048576 op, 510342100.00 ns, 486.7002 ns/op
WorkloadResult   7: 1048576 op, 513694100.00 ns, 489.8969 ns/op
WorkloadResult   8: 1048576 op, 542875600.00 ns, 517.7265 ns/op
WorkloadResult   9: 1048576 op, 556695300.00 ns, 530.9060 ns/op
WorkloadResult  10: 1048576 op, 544649600.00 ns, 519.4183 ns/op
WorkloadResult  11: 1048576 op, 531352300.00 ns, 506.7370 ns/op
WorkloadResult  12: 1048576 op, 519040700.00 ns, 494.9958 ns/op
WorkloadResult  13: 1048576 op, 532419700.00 ns, 507.7550 ns/op
WorkloadResult  14: 1048576 op, 526619500.00 ns, 502.2235 ns/op
WorkloadResult  15: 1048576 op, 523702700.00 ns, 499.4418 ns/op
WorkloadResult  16: 1048576 op, 513268900.00 ns, 489.4914 ns/op
WorkloadResult  17: 1048576 op, 515628000.00 ns, 491.7412 ns/op
WorkloadResult  18: 1048576 op, 512604700.00 ns, 488.8579 ns/op
WorkloadResult  19: 1048576 op, 517576400.00 ns, 493.5993 ns/op
WorkloadResult  20: 1048576 op, 512546600.00 ns, 488.8025 ns/op
WorkloadResult  21: 1048576 op, 548597600.00 ns, 523.1834 ns/op
WorkloadResult  22: 1048576 op, 511723600.00 ns, 488.0177 ns/op
WorkloadResult  23: 1048576 op, 510731300.00 ns, 487.0713 ns/op
WorkloadResult  24: 1048576 op, 513348200.00 ns, 489.5670 ns/op
WorkloadResult  25: 1048576 op, 511864800.00 ns, 488.1523 ns/op
GC:  26 0 0 41943040 1048576
Threading:  2 0 1048576

// AfterAll
// Benchmark Process 14056 has exited with code 0.

Mean = 497.144 ns, StdErr = 2.603 ns (0.52%), N = 25, StdDev = 13.014 ns
Min = 485.983 ns, Q1 = 488.629 ns, Median = 490.183 ns, Q3 = 502.223 ns, Max = 530.906 ns
IQR = 13.595 ns, LowerFence = 468.236 ns, UpperFence = 522.616 ns
ConfidenceInterval = [487.396 ns; 506.893 ns] (CI 99.9%), Margin = 9.748 ns (1.96% of Mean)
Skewness = 1.24, Kurtosis = 3.2, MValue = 2

// ** Remained 0 (0.0%) benchmark(s) to run. Estimated finish 2023-05-29 21:46 (0h 0m from now) **
Successfully reverted power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)
// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts\results\BenchmarkLINQPerformance-report.csv
  BenchmarkDotNet.Artifacts\results\BenchmarkLINQPerformance-report-github.md
  BenchmarkDotNet.Artifacts\results\BenchmarkLINQPerformance-report.html

// * Detailed results *
BenchmarkLINQPerformance.SingleOrDefault: DefaultJob
Runtime = .NET 5.0.5 (5.0.521.16609), X64 RyuJIT AVX2; GC = Concurrent Workstation
Mean = 476.898 ns, StdErr = 0.463 ns (0.10%), N = 14, StdDev = 1.733 ns
Min = 474.166 ns, Q1 = 475.701 ns, Median = 476.896 ns, Q3 = 477.678 ns, Max = 480.894 ns
IQR = 1.976 ns, LowerFence = 472.736 ns, UpperFence = 480.642 ns
ConfidenceInterval = [474.943 ns; 478.853 ns] (CI 99.9%), Margin = 1.955 ns (0.41% of Mean)
Skewness = 0.52, Kurtosis = 2.78, MValue = 2
-------------------- Histogram --------------------
[473.222 ns ; 481.838 ns) | @@@@@@@@@@@@@@
---------------------------------------------------

BenchmarkLINQPerformance.FirstOrDefault: DefaultJob
Runtime = .NET 5.0.5 (5.0.521.16609), X64 RyuJIT AVX2; GC = Concurrent Workstation
Mean = 253.232 ns, StdErr = 1.127 ns (0.45%), N = 24, StdDev = 5.523 ns
Min = 248.155 ns, Q1 = 249.728 ns, Median = 251.166 ns, Q3 = 254.142 ns, Max = 268.314 ns
IQR = 4.415 ns, LowerFence = 243.106 ns, UpperFence = 260.764 ns
ConfidenceInterval = [248.984 ns; 257.479 ns] (CI 99.9%), Margin = 4.247 ns (1.68% of Mean)
Skewness = 1.28, Kurtosis = 3.58, MValue = 2
-------------------- Histogram --------------------
[247.627 ns ; 253.659 ns) | @@@@@@@@@@@@@@@
[253.659 ns ; 260.030 ns) | @@@@@
[260.030 ns ; 270.827 ns) | @@@@
---------------------------------------------------

BenchmarkLINQPerformance.First: DefaultJob
Runtime = .NET 5.0.5 (5.0.521.16609), X64 RyuJIT AVX2; GC = Concurrent Workstation
Mean = 257.063 ns, StdErr = 0.270 ns (0.11%), N = 12, StdDev = 0.936 ns
Min = 255.895 ns, Q1 = 256.539 ns, Median = 256.957 ns, Q3 = 257.448 ns, Max = 259.362 ns
IQR = 0.909 ns, LowerFence = 255.176 ns, UpperFence = 258.810 ns
ConfidenceInterval = [255.864 ns; 258.262 ns] (CI 99.9%), Margin = 1.199 ns (0.47% of Mean)
Skewness = 0.92, Kurtosis = 3.45, MValue = 2
-------------------- Histogram --------------------
[255.358 ns ; 259.899 ns) | @@@@@@@@@@@@
---------------------------------------------------

BenchmarkLINQPerformance.Single: DefaultJob
Runtime = .NET 5.0.5 (5.0.521.16609), X64 RyuJIT AVX2; GC = Concurrent Workstation
Mean = 497.144 ns, StdErr = 2.603 ns (0.52%), N = 25, StdDev = 13.014 ns
Min = 485.983 ns, Q1 = 488.629 ns, Median = 490.183 ns, Q3 = 502.223 ns, Max = 530.906 ns
IQR = 13.595 ns, LowerFence = 468.236 ns, UpperFence = 522.616 ns
ConfidenceInterval = [487.396 ns; 506.893 ns] (CI 99.9%), Margin = 9.748 ns (1.96% of Mean)
Skewness = 1.24, Kurtosis = 3.2, MValue = 2
-------------------- Histogram --------------------
[484.648 ns ; 496.331 ns) | @@@@@@@@@@@@@@@@@
[496.331 ns ; 509.440 ns) | @@@@
[509.440 ns ; 536.748 ns) | @@@@
---------------------------------------------------

// * Summary *

BenchmarkDotNet=v0.13.2, OS=Windows 10 (10.0.19045.2965)
Intel Core i5-7200U CPU 2.50GHz (Kaby Lake), 1 CPU, 4 logical and 2 physical cores
.NET SDK=5.0.202
  [Host]     : .NET 5.0.5 (5.0.521.16609), X64 RyuJIT AVX2
  DefaultJob : .NET 5.0.5 (5.0.521.16609), X64 RyuJIT AVX2


|          Method |     Mean |   Error |   StdDev |   Gen0 | Allocated |
|---------------- |---------:|--------:|---------:|-------:|----------:|
| SingleOrDefault | 476.9 ns | 1.96 ns |  1.73 ns | 0.0248 |      40 B |
|  FirstOrDefault | 253.2 ns | 4.25 ns |  5.52 ns | 0.0253 |      40 B |
|           First | 257.1 ns | 1.20 ns |  0.94 ns | 0.0253 |      40 B |
|          Single | 497.1 ns | 9.75 ns | 13.01 ns | 0.0248 |      40 B |

// * Hints *
Outliers
  BenchmarkLINQPerformance.SingleOrDefault: Default -> 1 outlier  was  removed (490.26 ns)
  BenchmarkLINQPerformance.FirstOrDefault: Default  -> 3 outliers were removed (281.18 ns..302.77 ns)
  BenchmarkLINQPerformance.First: Default           -> 3 outliers were removed (276.68 ns..302.82 ns)
  BenchmarkLINQPerformance.Single: Default          -> 2 outliers were removed (561.93 ns, 593.81 ns)

// * Legends *
  Mean      : Arithmetic mean of all measurements
  Error     : Half of 99.9% confidence interval
  StdDev    : Standard deviation of all measurements
  Gen0      : GC Generation 0 collects per 1000 operations
  Allocated : Allocated memory per single operation (managed only, inclusive, 1KB = 1024B)
  1 ns      : 1 Nanosecond (0.000000001 sec)

// * Diagnostic Output - MemoryDiagnoser *


// ***** BenchmarkRunner: End *****
Run time: 00:01:13 (73.42 sec), executed benchmarks: 4

Global total time: 00:01:18 (78.68 sec), executed benchmarks: 4
// * Artifacts cleanup *
